,Марка,YearMonth,Страховая сумма,Количество дней от события до урегулирования,Оценка убытка
3407,Киа,202306,2440218.895562849,55.0,145473
3408,Киа,202306,2428493.2799587445,2.0,164662
3409,Киа,202307,1958209.2917195472,3.0,156855
3410,Киа,202412,2108675.76376035,0.0,148497
3411,Киа,202306,1804699.4365686814,19.0,125318
3412,Лада Самара,202401,458624.5025378698,2.0,133372
3413,Мерседес-Бенц,202409,4737246.659922855,3.0,215225
3414,Жигули,202408,494010.00209311646,-100.0,115607
3415,Киа,202303,2165099.362896562,7.0,141746
3416,Киа,202406,3310258.0675283554,71.0,124896
3417,Киа,202406,2196984.030578366,15.0,121607
3418,Жигули,202301,244868.44285533452,28.0,132353
3419,Lada,202303,1167369.0221460524,1.0,125868
3420,Жигули,202407,499677.30756091705,9.0,111064
3421,Лада Самара,202401,389178.68502220034,29.0,128529
3422,Lada,202312,872425.0111611828,19.0,150316
3423,Киа,202305,1784676.5585803918,71.0,181523
3424,Lada,202407,1225231.4885173505,11.0,147536
3425,Киа,202408,2476151.983020442,25.0,150777
3426,Киа,202408,1780868.3829992353,2.0,174306
3427,Киа,202405,1520262.2040716715,23.0,139262
3428,Lada,202411,915186.9662642102,14.0,119696
3429,Lada,202411,778460.8881042683,-100.0,144256
3430,Жигули,202310,213780.08609529978,58.0,132240
3431,Киа,202311,1552656.5183411737,17.0,155011
3432,Lada,202302,1022811.0834054825,31.0,141749
3433,Лада Самара,202402,296155.0089425757,33.0,119517
3434,Lada,202412,1297141.2900726742,33.0,138448
3435,Киа,202308,1770451.3321382129,14.0,131295
3436,Мерседес-Бенц,202305,5723984.164451745,0.0,196552
3437,Мерседес-Бенц,202411,5414506.142462192,1.0,223803
3438,Лада Самара,202303,453602.86388971936,35.0,141131
3439,Мерседес-Бенц,202401,6320265.532340503,1.0,184449
3440,Киа,202412,1714376.6355238368,48.0,153440
3441,Lada,202312,961932.7721457061,18.0,132595
3442,Lada,202301,808694.5228181499,24.0,130906
3443,Мерседес-Бенц,202405,4911464.59961956,7.0,196809
3444,Киа,202404,2542733.6851423285,4.0,131643
3445,Киа,202307,2098437.963776275,52.0,157300
3446,Жигули,202404,520856.3984651193,10.0,119505
3447,Lada,202312,671442.0124980599,26.0,154240
3448,Киа,202406,1138060.5238577686,8.0,155778
3449,Киа,202407,2380549.2483986504,94.0,181152
3450,Киа,202302,1664001.5467318168,3.0,170472
3451,Lada,202307,657865.3146549378,19.0,118159
3452,Lada,202412,659377.7472568972,14.0,126914
3453,Киа,202303,2891431.8205320123,7.0,131398
3454,Мерседес-Бенц,202409,9670840.54386774,29.0,189159
3455,Киа,202403,2496346.8988446766,1.0,135392
3456,Lada,202412,653178.6987417507,10.0,159914
3457,Мерседес-Бенц,202402,4327731.039945487,7.0,236516
3458,Lada,202402,1422656.1333861793,16.0,140069
3459,Мерседес-Бенц,202309,5066679.620403645,56.0,197954
3460,Мерседес-Бенц,202411,8886555.442515,15.0,176141
3461,Киа,202306,2706458.056146478,19.0,141940
3462,Лада Самара,202302,595541.7442258052,8.0,134180
3463,Lada,202404,1259374.5977808724,25.0,125916
3464,Lada,202411,887812.786452731,2.0,145933
3465,Мерседес-Бенц,202407,5905274.602717414,41.0,249348
3466,Жигули,202401,355850.08930059813,44.0,113368
3467,Киа,202409,2274119.094820289,,149185
3468,Lada,202303,1314445.5698959515,4.0,129017
3469,Киа,202407,2916673.8029029956,51.0,147853
3470,Lada,202309,850647.2149107432,44.0,126662
3471,Киа,202406,2242358.372156351,25.0,142076
3472,Киа,202404,1645088.682531207,,135609
3473,Мерседес-Бенц,202412,8149730.755254002,-100.0,203055
3474,Киа,202409,1963824.2264960003,37.0,160770
3475,Lada,202401,810922.8904738019,6.0,152654
3476,Жигули,202301,336651.1075874995,6.0,105881
3477,Киа,202312,2775278.114940286,29.0,132872
3478,Киа,202402,2409445.0124273454,91.0,132053
3479,Киа,202312,1466994.7012207964,0.0,127082
3480,Лада Самара,202306,415381.6515051387,32.0,158401
3481,Киа,202408,1629161.163651459,72.0,138594
3482,Mercedes,202304,9583117.898251394,24.0,232920
3483,Лада Самара,202310,226374.08861193949,29.0,159064
3484,Лада Самара,202401,292567.0098904272,11.0,137030
3485,Лада Самара,202404,313681.81384546804,13.0,128549
3486,Мерседес-Бенц,202411,8086978.775678161,4.0,156594
3487,Киа,202310,1780831.049398175,3.0,143721
3488,Жигули,202409,259092.0501611636,11.0,125646
3489,Жигули,202402,375494.7872145856,23.0,119636
3490,Киа,202403,1725058.2688645846,0.0,138324
3491,Жигули,202408,312549.272720157,7.0,106132
3492,Киа,202302,1344092.0161597189,13.0,180754
3493,Киа,202307,2013402.92539659,2.0,140715
3494,Lada,202306,1018885.3486292644,7.0,144540
3495,Мерседес-Бенц,202304,7349812.946979239,0.0,192520
3496,Жигули,202303,362015.44218955934,18.0,117026
3497,Жигули,202305,386398.6036053475,15.0,117523
3498,Лада Самара,202501,413633.4282455975,13.0,149870
3499,Lada,202304,907372.7626155807,38.0,129356
3500,Лада Самара,202410,581661.7654421665,28.0,141320
3501,Lada,202407,1259549.238064828,8.0,138747
3502,Жигули,202404,236121.723239335,7.0,110480
3503,Лада Самара,202404,481915.3735177151,20.0,123245
3504,Мерседес-Бенц,202302,7516882.430777104,3.0,210395
3505,Мерседес-Бенц,202311,5470302.874904802,37.0,248973
3506,Лада Самара,202409,495828.85878267954,88.0,119323
3507,Киа,202410,2463788.542763617,35.0,144629
3508,Мерседес-Бенц,202310,5760893.439488912,23.0,207179
3509,Жигули,202311,410814.0974483455,1.0,118018
3510,Жигули,202407,331708.2986214533,13.0,119356
3511,Киа,202312,1731319.878717457,21.0,193038
3512,Мерседес-Бенц,202308,5555225.786651443,10.0,199528
3513,Киа,202304,2080768.9265300967,3.0,126535
3514,Lada,202303,811361.7839869268,5.0,153945
3515,Лада Самара,202405,291320.2253709894,22.0,120177
3516,Жигули,202303,363333.8213551543,5.0,118469
3517,Мерседес-Бенц,202308,6074206.636251962,21.0,191747
3518,Киа,202304,2885870.8280792143,17.0,139985
3519,Киа,202410,2596874.018981642,4.0,130255
3520,Lada,202301,1074280.4540549489,2.0,140927
3521,Мерседес-Бенц,202307,4576903.656188296,30.0,228348
3522,Мерседес-Бенц,202405,7132501.24767292,3.0,212536
3523,Lada,202401,939531.7492529582,2.0,152682
3524,Мерседес-Бенц,202301,6648874.9304244155,9.0,189350
3525,Жигули,202405,279977.9427329139,51.0,119105
3526,Мерседес-Бенц,202311,2041276.1700521873,4.0,186437
3527,Лада Самара,202402,523365.93111096066,9.0,140235
3528,Lada,202308,944610.2030183376,110.0,141123
3529,Киа,202403,1938400.848602829,1.0,124157
3530,Жигули,202306,344102.4793580484,-100.0,137287
3531,Lada,202303,866635.3345613128,,124376
3532,Жигули,202312,377844.89724663866,30.0,104534
3533,Lada,202309,574427.5761314449,112.0,120700
3534,Киа,202303,1989922.0562241918,21.0,170215
3535,Киа,202307,2200490.3496903214,83.0,180571
3536,Жигули,202303,430417.84450561536,8.0,118443
3537,Lada,202402,796355.6128665056,44.0,148207
3538,Жигули,202304,280498.41913998226,19.0,110400
3539,Lada,202304,958152.5672118858,16.0,143157
3540,Киа,202309,1405002.5394400514,33.0,157739
3541,Жигули,202401,450423.0079323942,31.0,108080
3542,Lada,202408,1196595.678995563,8.0,134101
3543,Киа,202402,1961365.0656609933,36.0,152546
3544,Киа,202405,2502906.6465079347,10.0,137965
3545,Киа,202408,2149388.0206824406,26.0,163538
3546,Лада Самара,202405,330955.4805550784,6.0,117645
3547,Киа,202412,2881400.6717791962,14.0,163923
3548,Лада Самара,202303,184932.89549877567,49.0,160416
3549,Мерседес-Бенц,202408,3914516.5896410006,29.0,217478
3550,Жигули,202303,388293.3744129878,20.0,132989
3551,Жигули,202404,464270.47101422347,94.0,135119
3552,Киа,202312,2869651.530365644,5.0,162831
3553,Киа,202303,2847441.950533253,31.0,147093
3554,Киа,202402,1704064.1858022714,31.0,158802
3555,Жигули,202305,379301.91796889575,12.0,126081
3556,Киа,202309,2346663.1080731014,33.0,132140
3557,Lada,202304,742136.6502175538,49.0,130563
3558,Lada,202401,1379550.3277531515,123.0,128166
3559,Жигули,202301,410797.7280315072,35.0,116209
3560,Жигули,202410,326488.43715063366,7.0,133261
3561,Жигули,202408,240607.93568327988,32.0,116210
3562,Lada,202302,572416.5169226776,43.0,129634
3563,Lada,202310,1344825.8642311029,43.0,138261
3564,Лада Самара,202303,433228.70152176154,24.0,131432
3565,Лада Самара,202409,237755.66912490598,3.0,119516
3566,Киа,202303,1682204.9137418505,2.0,148300
3567,Жигули,202308,504654.02884959296,54.0,123433
3568,Киа,202408,2543580.8082834566,4.0,139140
3569,Киа,202306,1518414.1771411132,0.0,143767
3570,Lada,202406,828476.6605457832,5.0,127810
3571,Киа,202306,1630153.7085120417,32.0,164955
3572,Жигули,202406,354517.8963797188,11.0,100617
3573,Лада Самара,202307,517242.547624663,,128110
3574,Жигули,202404,248978.33391828253,34.0,123663
3575,Лада Самара,202403,358414.47957451397,27.0,130605
3576,Лада Самара,202501,327285.98368733755,72.0,118180
3577,Лада Самара,202304,279236.65152896434,7.0,160965
3578,Киа,202312,3365286.3541216506,2.0,147506
3579,Лада Самара,202306,355271.61075458804,123.0,121230
3580,Мерседес-Бенц,202301,3834671.0316479737,22.0,222639
3581,Киа,202410,2234797.767838284,30.0,146674
3582,Мерседес-Бенц,202404,5828151.832209031,12.0,228357
3583,Лада Самара,202311,551454.9859965098,52.0,131302
3584,Lada,202311,845477.8945175378,38.0,148620
3585,Lada,202410,714947.6718042139,49.0,137265
3586,Lada,202308,964300.7483753768,0.0,127083
3587,Лада Самара,202302,476283.9424372025,7.0,124764
3588,Лада Самара,202308,394469.8560094047,29.0,129667
3589,Lada,202303,1254003.7939047937,56.0,142579
3590,Мерседес-Бенц,202401,4919769.022390214,0.0,187102
3591,Лада Самара,202405,455861.0442922649,36.0,123463
3592,Киа,202403,1201930.1621026685,3.0,135951
3593,Киа,202408,2774252.036438703,8.0,158140
3594,Lada,202405,593210.3011311688,1.0,138954
3595,Киа,202301,2248937.8708350346,9.0,165377
3596,Жигули,202309,354418.6843758073,14.0,117303
3597,Лада Самара,202408,441786.2375165941,13.0,160118
3598,Киа,202312,2120832.2972505144,2.0,161837
3599,Жигули,202406,387424.47562731866,2.0,117537
3600,Жигули,202311,380373.8291472676,6.0,120525
3601,Киа,202411,1921389.4910241114,9.0,159939
3602,Lada,202304,755266.4146018536,14.0,125006
3603,Киа,202405,2831588.7694306765,14.0,131069
3604,Мерседес-Бенц,202312,5759042.011010455,42.0,211595
3605,Киа,202401,2778272.8276095507,5.0,150743
3606,Киа,202309,2306960.6703821346,19.0,139868
3607,Lada,202310,580221.1789013814,18.0,126430
3608,Lada,202501,683083.3554669002,-100.0,146108
3609,Киа,202405,2203745.681579245,80.0,155484
3610,Лада Самара,202404,536806.2342588572,82.0,116754
3611,Киа,202409,2613740.688644253,21.0,117551
3612,Жигули,202403,387921.07249064825,6.0,95852
3613,Лада Самара,202411,384991.9954467797,64.0,159398
3614,Lada,202311,822113.8560962377,15.0,126837
3615,Мерседес-Бенц,202303,4551751.835212479,82.0,203850
3616,Lada,202501,842859.6911657965,11.0,171554
3617,Киа,202407,1405077.244345198,22.0,137184
3618,Жигули,202404,338703.4911402732,3.0,129702
3619,Мерседес-Бенц,202306,9945135.784121983,21.0,202605
3620,Лада Самара,202302,345197.4009921857,39.0,147838
3621,Мерседес-Бенц,202310,4248200.015421339,26.0,216836
3622,Киа,202406,1434528.6541383332,33.0,124556
3623,Киа,202304,1811603.8320443896,16.0,137494
3624,Lada,202311,677982.7916403274,26.0,123980
3625,Киа,202411,2046911.5397964718,14.0,154209
3626,Жигули,202307,554015.4760836603,25.0,115342
3627,Мерседес-Бенц,202309,8543685.950913513,1.0,203773
3628,Мерседес-Бенц,202410,4958739.011195289,17.0,218103
3629,Лада Самара,202407,468520.9721845898,33.0,161211
3630,Lada,202407,842802.0197320381,48.0,144870
3631,Киа,202306,1322707.7570752944,12.0,148796
3632,Лада Самара,202406,575587.8573602246,9.0,136699
3633,Мерседес-Бенц,202407,3830747.15269929,27.0,174151
3634,Киа,202402,2457162.9349029395,37.0,144584
3635,Лада Самара,202309,490030.3186460377,0.0,114129
3636,Жигули,202402,298112.0382242036,46.0,136856
3637,Мерседес-Бенц,202403,5599412.790949785,48.0,224661
3638,Киа,202401,2244443.9053437603,54.0,127406
3639,Киа,202308,2564047.978626987,133.0,165090
3640,Лада Самара,202309,468603.4347940964,41.0,148729
3641,Киа,202307,2866304.9330555047,4.0,137894
3642,Лада Самара,202404,334944.4197913345,1.0,139861
3643,Киа,202309,2365199.389558192,8.0,152517
3644,Лада Самара,202301,321446.4321409431,9.0,117164
3645,Киа,202411,2598206.2656321395,3.0,128451
3646,Киа,202305,2293100.819632549,89.0,198647
3647,Жигули,202405,397325.1810586881,25.0,119514
3648,Лада Самара,202307,350054.48290342366,3.0,135943
3649,Мерседес-Бенц,202412,7732382.700550329,14.0,177481
3650,Киа,202407,2079617.4921451518,0.0,167636
3651,Киа,202401,1389788.973566726,30.0,164623
3652,Киа,202411,1451888.3870709115,30.0,154006
3653,Мерседес-Бенц,202412,5851434.124714575,12.0,243339
3654,Мерседес-Бенц,202305,5885106.3616249245,17.0,177585
3655,Lada,202401,1480271.9790974748,12.0,126785
3656,Жигули,202303,538267.8897821289,46.0,123921
3657,Лада Самара,202406,430830.4471743353,23.0,127278
3658,Лада Самара,202402,506115.0468179426,1.0,140142
3659,Лада Самара,202310,303813.5264953672,10.0,140326
3660,Жигули,202408,537420.9253445965,56.0,139551
3661,Мерседес-Бенц,202406,6815705.895127055,11.0,208989
3662,Киа,202301,2051754.6073008487,16.0,136670
3663,Жигули,202310,327668.41904016107,56.0,119385
3664,Lada,202309,457454.3268636016,6.0,140826
3665,Киа,202408,2206446.0200684625,4.0,143525
3666,Мерседес-Бенц,202302,4734701.30909512,1.0,199646
3667,Мерседес-Бенц,202310,7213473.45318909,40.0,199453
3668,Киа,202301,2539020.820550443,5.0,156828
3669,Жигули,202309,364072.83174745593,42.0,129611
3670,Жигули,202306,476357.7323435229,24.0,155582
3671,Киа,202306,3766001.57498186,6.0,127436
3672,Киа,202311,2260921.3352228752,37.0,157597
3673,Киа,202309,2104788.146303002,11.0,185151
3674,Мерседес-Бенц,202312,6048014.262971576,23.0,233332
3675,Киа,202409,1113734.303130611,1.0,174310
3676,Лада Самара,202307,326562.0767565296,36.0,121779
3677,Lada,202404,977645.5624323197,35.0,137674
3678,Мерседес-Бенц,202303,6440499.608350807,30.0,180844
3679,Мерседес-Бенц,202301,6701621.87785884,103.0,193106
3680,Мерседес-Бенц,202303,6219911.70392556,-100.0,239308
3681,Киа,202409,2734691.0698098554,3.0,131654
3682,Киа,202309,2625715.509038924,78.0,149326
3683,Lada,202303,1108290.5896851236,13.0,123435
3684,Lada,202404,710562.3639012204,139.0,142286
3685,Лада Самара,202306,695251.435187332,17.0,116723
3686,Мерседес-Бенц,202312,7345726.293766267,,207045
3687,Киа,202401,2401427.5694144494,0.0,154940
3688,Киа,202311,3266292.211098278,29.0,147518
3689,Жигули,202406,633391.4319431838,15.0,139734
3690,Lada,202409,1068389.738428898,3.0,139500
3691,Киа,202411,1651789.499082505,13.0,145273
3692,Лада Самара,202501,393978.56275558705,10.0,124503
3693,Lada,202308,845422.9927816477,6.0,148008
3694,Мерседес-Бенц,202301,7515404.136926565,22.0,200946
3695,Киа,202408,2688937.852497053,0.0,139914
3696,Lada,202304,1038325.9328802226,58.0,169926
3697,Мерседес-Бенц,202310,5501578.022764151,20.0,228920
3698,Мерседес-Бенц,202302,6836163.259807837,26.0,191765
3699,Киа,202310,3147268.8984220745,36.0,154565
3700,Киа,202303,2074618.8708766454,25.0,167716
3701,Жигули,202407,211636.11667764964,86.0,115294
3702,Киа,202411,2058146.7845965389,36.0,175847
3703,Мерседес-Бенц,202404,6009322.5331435185,4.0,211411
3704,Мерседес-Бенц,202404,6563398.1586543415,25.0,260746
3705,Жигули,202411,477573.9707178166,3.0,115811
